text,category
you are like this because you have not experienced the real thing. the proper treatment would be to provide volunteers who are obsessed with this from opposite sex to show them how it is done.,None-of-the-above
You are so handsome and cute,None-of-the-above
Love is love,Counter-speech
Sama brother good,None-of-the-above
Please add subtitles! This needs international recognition,None-of-the-above
Harmone problem consulting doctors is a big solution for these LGBT people.,Homophobic-derogation
Kindly Support ;  ; Thank you!,None-of-the-above
Y title has transgender actress..jus put as actress...,None-of-the-above
😇❤️❤️❤️❤️😇 very  very very nice part 2 withing😍👌👌👌👌👌👌👌👌,Hope-Speech
Super bor helping mentality,Counter-speech
"Archana Shree ,u that type?",None-of-the-above
"Unwanted hatred , she didn't ask you to watch the video . You can always skip if you find her disgusting",None-of-the-above
No marriage No business.. whateee point. So will propose marriage on these couple's too..!,None-of-the-above
Iam one of the freefire player please reply pvs gaming channel please support me,None-of-the-above
Go S  such a matured and understand guy are ... But I can give one suggestion that u sacrificed ur life for ur wife and mom...;  U can share ur feelings and do what u want with guy who should be bi or gay and gud guy.. then u will get little satisfaction about life...;  See majority guys not straight according to me .. many guys also will perform same sex i.e bi.. hope u will get such gud guy...,Counter-speech
Brilliantly tapped on the sensitive facts n the way to go!!Amazing film.,None-of-the-above
"People have their own decision to choose what they want in their life.., only idiots and stupids alone poke their nose into others life.. like wise an educated guys who grown up in a liberty environment talked as positive and others having a thought of ditch..",None-of-the-above
And For your kind information not only Islam but also bible and vedas prefer polygamy also,None-of-the-above
only a fool will misintrupt Bible. god need not have created man & woman if same gender sex is ok . even animals do not do this. what more proof u need it is not god s will.,Homophobic-derogation
I was literally crying...when she called him 𝑠𝑎𝑚𝑖. Again and again,None-of-the-above
Already supreme court has banned 🚫 one TV news channel in Mumbai for talking negatively about LGBT community people.,None-of-the-above
Anna acting veraaa level anna vazhlthukkal congratulations bro,Counter-speech
God bless you. Wishes for success in life.,None-of-the-above
My all support for u thala  ❤️😘😘 waiting for part 2😍,Hope-Speech
"weird தமிழன்  I think better to not answer your question rather than argue with you, who raise theri hand to support this kind of laws. I am blessings them safe journey with hell.... I think you have to find a good boy to you. Good luck 😁😁😁😁😁",None-of-the-above
Gayathri Krishnan. Ellen degeneres theryuma?it's not a choice ...it's a condition,None-of-the-above
Hats off bro....different prank,None-of-the-above
Madan gowri can you please video on amazon forest,None-of-the-above
So cute she is,Hope-Speech
You look very beautiful ..... 😍😍😍,None-of-the-above
Vas im  still I'm in dout,None-of-the-above
saran c  ; S bro I'm also victimised when i was a kid😢i deplore what happens to you.but don't lose hope its tough to forget the past try to come back and keep raise your voice against child abusers.have you seen the movie highway hindi.?,None-of-the-above
Anna sikram waiting for part 2,None-of-the-above
"Hello Bro, I'm glad someone is frankly talking about this topic..  just like you said that each group of people have their own perspective about homosexuality .. Scientists, Religious or Psychologists.. our astrologers also have their perspective.. they have said that Sarpa Dosham could be the reason for homosexuality.. Sarpa Dosham is basically a defect in one's DNA structure.. a structure that is not geometrically correct with how it actually supposed to be. Cosmic laws and the cosmic creation is above everything.. anything that's not aligned with the creation is seen as a defect. ; So my perspective is also the same.. I see homosexuality as defect in one's body.. something that nature would never accept. There are some people who like to have sex with animals and would go to an extent to even marry an animal.. does nature accept their intimacy? No, it's clearly an act of perversion. Similarly, homosexuality is also an act of perversion.. should not be legalized.",Homophobic-derogation
When u called them Amma then itself ur blessed bro,None-of-the-above
"rohit royals ,you that type? Or not.?",None-of-the-above
Because  it's a good film,None-of-the-above
No chance 👌👌👌👍,None-of-the-above
thank you everyone for your support and likes...moved,None-of-the-above
is it necessary to interview these kinds of people???..nonsense..feels disgusting,None-of-the-above
I m ready to do a short film on this journer.  need producers.,None-of-the-above
Who is she??,None-of-the-above
"It's not Article 377, it's Section 377 of Indian Penal Code",None-of-the-above
i was about to ask the same thing,None-of-the-above
You have lot of talent sister you study more and get govt job than people will give you more respect om sai ram.,None-of-the-above
Really heart touching moment 😩😩😩speechless🙏🙏🙏,None-of-the-above
This should be in hindi as well...please bring a hindi version😊,None-of-the-above
First sorry.this short film societyku miha periya oru savuku adi.; LGBT ku supporta judgement varum pothu nan  oppositea review panunen memes poten  but ipo ena nenachu nan vekka paduren.; nan college student mattum ila na oru young politician kandipa enoda relateda irukura environment and societyku intha mathiri relation shps thappilai nu avangakita soluven.; this moviesla all characters are well super.Lathif machi sema character chance ila unoda actinga irukattum dialougea irukattum gud attitude.lathif defenately you are come to soon big screen congrats entire team.; enoda mark 95/100.,None-of-the-above
weird தமிழன்  Tamils aren't Hindus but shaivaits . There is no word called Hinduism anywhere in Vedas or puranas,None-of-the-above
I accept the judgment bcos everyone have freedom thats their rights,Counter-speech
Semma bro I really I like it 🥰🥰🥰🥰,Hope-Speech
Yow sema yaa... Heart touching 💖,None-of-the-above
Neengha accept panna I am ready to marry you this is Balaji Reddy from Chennai,None-of-the-above
She is beautiful,None-of-the-above
What she is a transgender ah really omg 😉😉,None-of-the-above
English translationum podunga bro pls🙏,None-of-the-above
Please upload this movie songs,None-of-the-above
Amen! Glory be to God!,None-of-the-above
Ashiq the way u treat it's so horrible...!,None-of-the-above
Actually its according to their wise! But generally its right one!,None-of-the-above
Heart touching video❤😢,None-of-the-above
Super bro hats of you 🤗🤗🤗🤗🤗🤗,Hope-Speech
"This is the prank show,the boys act like a transgender,in there house they not understanding his problem,so he explain about his problem to transgender (mother); ; ; ; So she  tell don't feel about this ,it is a nature...she helping and feeling for that boy",None-of-the-above
She is giving unwanted example to justify herself.  Opposite poles only attract.  That is nature. ; ; She is the new virus to the further generation. Very bad.;  i will pray for you god bless you.,Homophobic-derogation
I wanna connect to u in privately,None-of-the-above
Super l am coming OK Va ungalyku please send to message,None-of-the-above
"WOW what an amazing film, so moving, already a very difficult situation to come out to your parents in a liberal country like the UK, I can't even begin to imagine the pain these guys would have felt. An important LGBT subject covered very well. Thank you",None-of-the-above
Salute to thirunagai,Counter-speech
Waiting for part 2,Hope-Speech
well said sister...im in favour of ur thought...comments.and.ideas..,None-of-the-above
Very proud of thirunangaigal🙏🙏🙏🙏🙏🙏👍👍👍👍👍👍,None-of-the-above
Very nice heart touched we are waiting 02 part,None-of-the-above
It's a acting not a prank!,None-of-the-above
Super malini all the best,None-of-the-above
"She is so cute, might be a heroine in the future, so cute",None-of-the-above
They r great,None-of-the-above
Dr role is superb....,None-of-the-above
Daily I searched in YouTube for this movie... Now got it😍😍 Feeling proud to be a Gay💓💓💓,Hope-Speech
Really great... Transgender woman pathi nalla yennam yellorukum varanum nu pannirukkinga... Keep it up... Congratulations 🎉,Counter-speech
Dinesh Babu my family does :),None-of-the-above
OMG this people's narrow mindset is ridiculous.... We all are human beings. we have our rights and choices to choose our sexuality! There's no shame to be a part of LGBT. PS: government has brain that's why our government made it legal!,Counter-speech
She is so cute,None-of-the-above
"Gowtham G  poi solraana?? Yen? I am gay and if I've got a hormonal disorder I'd know. Because if it's a hormonal disorder​, that'd show it's clinical features as hypogonadism. I ain't got anything like that. So I'm saying it's not a disease!",Counter-speech
It's against the law of nature,None-of-the-above
Very heart touching😭 rescept them they are also human like us,Counter-speech
Nalla muyarchi....; Give reputation and recognition to these good ppl..,None-of-the-above
u r really great. but I got divorced since I am gay.,None-of-the-above
Great awareness video which I had ever seen....👍👍👍💫💯 congrats brother keep doing...,Hope-Speech
"It's totally wrong,don't compare Western  country r us,judge oru mental paaya.",Homophobic-derogation
"i am not homosexual but my opinion is, let them do what they want.......who are we to stop them.......if they want to  be homosexual (not a prob for me at all)  if they dont want to be homosexual (no prob fore me at all)......if they are happy with it, then let them be it.",Counter-speech
Veral level hats of... Both of you,None-of-the-above
Seriously hats off😭,None-of-the-above
Super bro....  Grow well soon...  All the best for your future success,None-of-the-above
"Super explanation bro 👍 I don't know about  LGBT but l don't hate their feelings  they are also human ,they have their own rights",Counter-speech
Super Anna hats off 🔥,Counter-speech
We need a part two,None-of-the-above
Hats off to the transgender ☺it's very emotion😢,Hope-Speech
Against of natural,Homophobic-derogation
"krish Anand , are you a real Tamilian talking like this",None-of-the-above
This is raj from Mumbai ; I need people to do direct selling business anybody interested reply me ; Thank you,None-of-the-above
Such an intellect she is amazed long way to go girl 🤗,None-of-the-above
judgment is based on scientific facts,None-of-the-above
I SALUTE SISTER EXCELLENT MESSAGE GOD BLESS YOUR FAMILY AND TEAM MEMBERS THANKS 👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽,Hope-Speech
omg they deserves a huge respect in our society😭,Hope-Speech
I'm a medical student and i know for sure that no human is a default carrier of venereal and STDs just because they're homosexual. As far as you're comment is concerned i can see why you choose to beileve in fictious myths of religion over scientific facts. The ignorance is overwhelming in your comment. Just because a person is gay will you maime; torture them to marry a girl and spoil the girl's life too? Is that the definition of happiness for you. Pity your children if they come out of the closet to you.,Counter-speech
The doctor who operated her has done a wonderful job,None-of-the-above
This is not first time... Vada with saarithiran already did before. But this is awesome video 👍🤗❤,None-of-the-above
Hi bro its nice to here your experience....ur insta id bro,None-of-the-above
Source of thoughts Enna?,None-of-the-above
what is the difference between transgender and homosexuality,None-of-the-above
Nice your speech. Semma loveble person you. I like your short movies,None-of-the-above
Having no word to describe but I seen multiple time d movie. Each and every dialogues and scenes everything is perfect and all type of doubt and question has solution in this film. Latif u awesome hero and harish u also but latif has something different. I don't like these type of CV characters but I like ur act and I like d entire concept hope hence I respect everyone {everyone},Hope-Speech
Semma prank good information to all 🤝,None-of-the-above
Hai your Jop is awesome,None-of-the-above
her Heart is so beautiful,Hope-Speech
Waiting 🥳... #tmp,None-of-the-above
Really super movie hat'sup whole team such a wonderful movie thanks for uploading,None-of-the-above
Very nice natural thanks bro,Hope-Speech
Theri mass very very very super,None-of-the-above
They harass everyone in bus and  do this  for living,Homophobic-derogation
She is looking lyk chinmayi🧐,None-of-the-above
Who are all cried while seeing this video 👇👇👇,Counter-speech
Vera level bro all the best,Hope-Speech
Yes she is beautiful,None-of-the-above
lovely interview....very nice sennila,None-of-the-above
rajeshs  clearly you have not been here in Canada. Good luck developing in a third world country with that thought of yours,None-of-the-above
She is precious,Hope-Speech
The security guard officer very handsome...,None-of-the-above
She’s so sweet ❤️,None-of-the-above
"Vinoth Karuppan  hi,  gud morng. I'm Chennai.  Ur whatsapp no.  Pls",None-of-the-above
Vera level attitude ma😍😍...you teaches me.....# do what makes you happy...😇😇,None-of-the-above
"If its not mentioned, all will mock as transgender thinking she is a lady with male voice.",None-of-the-above
"anu lavanya  thanks Anu.. Think you too have to make a deep analysis in this.. do refer articles on this, there are mixed opinions and I don't think no one has proven this as a harmonial/genetical disorder. I am not taking abt the transgender over here..",None-of-the-above
unna than Da solren,None-of-the-above
Hats off you are great,None-of-the-above
Really semma bro 😭😭😭👍,Hope-Speech
Awsome film ❤,None-of-the-above
Really great akka,None-of-the-above
Bro vera level bro🔥🔥🔥 yappo bro part 2 varum iam waiting bro,None-of-the-above
"mam!!! u r definitely going to rock in ur life, best of luck, and just ignore people those who ignores u.",None-of-the-above
Awareness message to society bro 👏👏👏👏,None-of-the-above
Good acting  keep rocking Bro 😘,None-of-the-above
Wow super concept very nice,Hope-Speech
God bless you,Hope-Speech
😢 some emotional  things 😇,None-of-the-above
Hats off this movie really needed to ppl who doesn't understand homosexual,None-of-the-above
Against the NATURE,None-of-the-above
Wonderful message brother...!!!,Hope-Speech
Fabulous story want to soon all peoples accept in LGBT kid's it's my wishes ❤️,Hope-Speech
"Bro acting sema vera level ,nice try ,keep it up bro",None-of-the-above
"I think you're confusing sexual harrassment with equal rights. More than 1,200 people have been arrested under section 377, out of which 208 were minors. When people especially youngsters come out to their parents they send them to conversion camps or some samiyar bullshit. Section 377 may have been decriminalized but I personally think that India has a long way to go before it becomes safe and common to be a part of the LGBTQ+ community.",Counter-speech
This movie  should be continued as like this mother were accepting him happy life..that will be too gud ..make it sir,None-of-the-above
After this vedio respect come for transgender...salute,Counter-speech
its irritating for gay now only we got place to accept this society we are not like that bro pls share to good thinks to this socity,None-of-the-above
Brother this is not prank very very best MESSAGE GIVING video,None-of-the-above
Am all so losed my 10 rupess Bangalore to Ulundurpet bus la East Bangalore la Rowdy mathiri bus la teri kaasu kekuranga ...pls stop like that type of behaviour,Homophobic-derogation
She has a style 🤩,None-of-the-above
and what exactly is your logic on this topic?,None-of-the-above
May God bless you...,Hope-Speech
"Ji! this is so cool! The choice of classes was good too coz this is the approx age fr attainment of puberty, so this gives the sexual minorities a chance to understand themselves too. But ur courage fr opening up such debate is really cool! And pls wat kinda school u r in? And when can I join my child there?( If I ever become a parent)",None-of-the-above
"Men,woman,transgender, straight,gay,lesbian all are equal",Counter-speech
Good humanity  for the sister,None-of-the-above
any malini fans here  ✌,None-of-the-above
Most of fools don't know what is LGBTQ. Still showing hatred towards them. I'm just happy they are slowly getting their freedom in society. Atleast it takes 50 years to accept them in India by the rest.,None-of-the-above
Which movie is she acted. Very beautiful😍,None-of-the-above
hmm fantastic movie .... both LATIF and HARISH rocks in acting ...... a good ending  ....... stunning direction .... i really love it,None-of-the-above
Atlast found same mindset people love u brothers,None-of-the-above
Bro talk about intercaste marriage,None-of-the-above
Plz respcet them🙏,None-of-the-above
Mental speaking and mentals listening this is future world ending,Homophobic-derogation
"Good, appreciate u for saying in public",None-of-the-above
So beautiful bro great person,None-of-the-above
Bro please release part 2 as soon as possible,None-of-the-above
"dileep d thanks bro. I am still waiting for shrinivasan to respond me, but I dont see him around. lol",None-of-the-above
Talented girl but she is wrong motivated to youth,None-of-the-above
Really they are true hearted souls,None-of-the-above
But according to hindu scriptures it is not.,None-of-the-above
Awesome bro.... I'm proud of u👏👏🤙💞,Counter-speech
help me brother,None-of-the-above
Part 2 waiting,Hope-Speech
Thanks macha 😍,None-of-the-above
Waiting for the entertainment bro😎,None-of-the-above
Boss this bgm doesn't suit this video...,None-of-the-above
"Just beautiful ,and what is it with this society shit....fuck them all we are proud to be gay.and that's that.",Counter-speech
I m really enjoyed the movie especially the character Lautiq and his diagolue maradhuru so awesome,None-of-the-above
one of the best video..,None-of-the-above
seriously omfg people are insane weird world weird people dont let your emotions to blind u,None-of-the-above
The best interview I have seen !!! Hugs Malini...,None-of-the-above
They don't support LGBT. They support rapist to spoil lady's future,None-of-the-above
Same after I seen ur message let her live her life if she’s different it’s her choice ok,None-of-the-above
"Stay home,stay safe",Hope-Speech
Scripted.... This isn't a prank,None-of-the-above
y did you all just think about sex only.it's not for sex its love wat ever it's comes from heart not from sex plz except all at least respect thier love and feeling s🙏🙏🙏🙏🙏💕💕💕,Counter-speech
Proud of you nanba....👌👍🔥🔥🔥,None-of-the-above
Really good bro,None-of-the-above
I was literally disturbed by this movie.very good concept and ending is totally amazing 👨‍👨‍👦👨‍👨‍👦👨‍👨‍👦👨‍👨‍👦👨‍👨‍👦👨‍👨‍👦,None-of-the-above
Bro wating for part 2,None-of-the-above
Read this,None-of-the-above
Waiting for part-2 ♥,Hope-Speech
Accept my big respect,None-of-the-above
This interview was worth every second,None-of-the-above
Bro you're a malayali right? I've seen your comments in Chithra chechi's posts. Seems you're a die hard fan,None-of-the-above
"Bro he is not a Inventer, he re-invented from the help of Vimanika sastra i think so...",None-of-the-above
Why.. What's wrong she is saying..They are born like tat.. They have their own rights.. If you dunno science then don't discriminate..,None-of-the-above
Thank you for ur loving❤.. 5 years age you was taken this film.. but am seen today only..,None-of-the-above
Cool Cool  didn't understand u other feelings,None-of-the-above
you can watch ramrudhra YouTube channel. You will know about different types of sexualities.,None-of-the-above
"Hey vignesh,;  I think you did the write thing abt having a debate on that topic. Hope u have more debates like this.",None-of-the-above
The Supreme Court judgment is most welcome,None-of-the-above
99% tamilans cant understand r accept it because they have no knowledge about it I feel petty for all homosexuality who are from tamil nadu its not a safe place for them.,None-of-the-above
Cine field actors are not hero....; You are the evergreen hero I really impress your  Motivational speech Bro.....; ; Keep it up you will sucess in each and every minute.... congratulations bro,None-of-the-above
same  feel but not win;  my life😔😔😔😔,Hope-Speech
What a beautiful woman  with out makeup,None-of-the-above
Solla vaarthaiye ella anna yepavum unga videos paathu sirichiruken today feel panna vachitanga. But vera level mass concept anna. Hats off u 🙏 brother... 👍Keep rock,Counter-speech
"Pls bro don't play with anyone fellings. If anyone in that fellings to ask  help from anyone, they think it's prank.     and pls be serious bro",None-of-the-above
She look gorgeous!💕😘,None-of-the-above
Fact of the transgender..love it,Counter-speech
Bro don't immitate them bro,None-of-the-above
I love you so much dream girl,None-of-the-above
MAY I help you,None-of-the-above
Cool bro be confident just rock it,None-of-the-above
"Wow. Exactly! If we say that, then we've changed, are against culture, against India and what not lol",None-of-the-above
What's wrong in mentioning?,None-of-the-above
Really heart Melting ❤️ Good work bro ❤️ Good hearted people hit like,None-of-the-above
Totally my mind,None-of-the-above
Semma acting thalaiva🤣😂🤣😂👍,None-of-the-above
"This movie was perfect and accurate for the various perspectives of all people involved in this conversation. I am so happy for the result of the movie and I am extremely happy to see such a strong resolve in Latif to stand on everything that he believed in. He is the true hero in this story. Get you a Latif, he will fight for you thick and thin.",None-of-the-above
Malini sister 😍 neenga very handsome and beautiful 😎,None-of-the-above
You are correct bro; Ithu avanga freedom; So everyone have a writs to take a decision,None-of-the-above
"Finally they got freedom, let them live happily.",None-of-the-above
Sanjiv a dude.. transgenders are lgbt! Can’t u see she is in cross dress? By the way u having some misconceptions about lgbt. Plz enlighten yourself before come to public preaching.,None-of-the-above
"DRAGON BALL FAN  I know actually. And I know what's a condom. Thanks fr the info buddy but I'm monogamous, so I assure u neither I nor my future partner are gonna cheat. Also I will always use a condom.😊",Homophobic-derogation
Wow 90k subscribers sooper bro,None-of-the-above
Jetson Gospel  just stating a Bible verse doesn't mean judging. Jesus loves all so do we. No one is hating and judging.,Counter-speech
I felt its not pranking.... Scripted,Counter-speech
Yeah so true,None-of-the-above
Awesome movie with real problems of LGBT community. Grt job sir,Hope-Speech
Semma acting bro vera level 🔥TMP Squad 🔥❤️,None-of-the-above
+Man soo if I don’t like I won’t do it.. I can’t ever stop anyone that’s their life their own life.. life is jus one bro.. there is nothing wrong nothing right.. anything wrong yesterday is right today.. we can’t 100% understand from anyone’s shoes.. I wud support my siblings to live their life the way they want it to be..,None-of-the-above
vikki hot Hi u from please send Ur WhatsApp number.,None-of-the-above
Hai your from,None-of-the-above
Bro antha திருநங்கை vera level. I salute bro. God bless u in திருநங்கை.,Hope-Speech
People only will understand gay culture does not suit the Indian culture when their Son bring Karthik instead of Karthika,Homophobic-derogation
Spr people ga,None-of-the-above
aishwarya ramdas  thanks for the support,None-of-the-above
It is their own choice. I support them No doubt about it. They are also humans and right to live in the society.,Counter-speech
Thank you so much 🙂,None-of-the-above
"sagothari malini this is very bad.unnatural.shame for humenbeing. it' up to you. your life you may do what you want,it's your personel but don't explain like this. pls try to Give better advice for our tamil society not poison. be tamil a tamil cultured women. i  am sorry people like you sister.nonsence!",Homophobic-derogation
please support my channel bro,None-of-the-above
Nice movie; Like this’s movie,None-of-the-above
Mathi Azhan  number,None-of-the-above
"Saranya  Hi Sharanya; My heart says that what I have done is not wrong. In your view, I may be wrong. But that is your opinion and so be it. ; You have all the freedom to share your opinions and I am no one to say no to it.",Counter-speech
Semma act bro,None-of-the-above
What is the meaning of physically harrassed child? I can't understand..,None-of-the-above
Bro waiting for fun,None-of-the-above
Every one tease them because they are a trans gender then to those people I say and what would u say about Shivan and Parvathi .they are also god.so please do not tease them .help them,Counter-speech
Amazing movie.; Latif acting is vera level 👌.; I love you Latif.,None-of-the-above
Avoid to make this type of videos . Days' soon.,Homophobic-derogation
Bro live chatting la accept pannunga,None-of-the-above
Good explanation; Hats off bro..,None-of-the-above
yeah but it does't matter anything bad in mentioning the gender .,None-of-the-above
He's not taught her English jz corrected her mistake nothing wrong in this..he's such a good anchor 🥰,None-of-the-above
this is not a  worng .its perfect,None-of-the-above
Really super Anna 🌈 🏳🌈; Beautiful mgs and motivating speach. Stay happy and make others happy always 🤗✌💐🌈,Hope-Speech
Stupid film there is no gays in the world these are all their imagine only,Homophobic-derogation
LGBT welcome our INDIA,Hope-Speech
Vignesh Prabakaran  your community? seems you are so proud to be known that you are gay! Tell about it to your parents and tell them too that you are proud to be one.,Counter-speech
"Video was informative and interesting, still things have to be proved how this phenomenon is happening, which is quite precise that the existence of homosexuality is natural or not.if we start saying it is individual rights to live their lives on their own terms then why do we have law and order, jail , police, because even a dacoity or rapist has his own terms and reason  to commit a crime....",Homophobic-derogation
"This Movie is too good,but in realistic do mojority gays behave this ways,many just going for multiple sex partners,its just sad,This relationship is very Normal but many attitudes towards this life is alarming,Well done production,it made me cry after long time of watching a movie.Best wishes to the TEAM.Am a Producer too.",None-of-the-above
"don't worry. . you will be alright soon.. if you have so much worries,  u will think God constantly n you won't hurt others.. you are blessed 😊👍",None-of-the-above
Most irritated video,None-of-the-above
Respect bruh 👏🙏💯,None-of-the-above
Really great bro🙏🙏🙏,None-of-the-above
Nishanthini Krishnamoorthy  wat happen,None-of-the-above
She Is So Beautiful ❤❤❤ ....; 11:06 Bonda Ma3 Iruka Ashiq 🤣🤣,None-of-the-above
we're the railway POLICE ; OH I'M SORRY THEY SLEEPING 😈😈,Homophobic-derogation
Great. Simply Excellent. It is very clear Director Mani has deep commitment and involvement in his projects. He is a brilliant diector and can make a great impact in film industry. The subject he has touched is bold and timely. Indira Iyer,None-of-the-above
I would love to mention here that there are many gay couples who are living happily.... It all depends on mindset and trust .. homosexuality or hetrosexuality whatever you take trust and love is very important... So we can't generalize just like that... Thanks for your feedback..,Hope-Speech
I am praying for all transgenders​.The   God of Gods having good plans for the transgenders because He created them.,Hope-Speech
She looks like girl.. voice konjam difference irundha.. maybe everybody will be happy,None-of-the-above
Sathish Kumar  😂😂😂,None-of-the-above
Can i get Latif reall name and Facebook id plz .. want to thank him for giving such a awesome movie anf and harish also,None-of-the-above
Latif has done good. Harish father is a senior artist depicting the character very natural. A special 'shottu' to director for using apt songs cleverly.,None-of-the-above
She is so beautiful...,None-of-the-above
"Keep in touch  with us ,will find how we can help you please sent your  details or phone no  to mail; Nithy163gmail.com",None-of-the-above
dont bring your religion idiot !!!,None-of-the-above
She looks like Nayanthara in her younger days,None-of-the-above
Really they are Great❤️ with Compare. With normal peoples They are really Equal to God...,Hope-Speech
Super Vera level ....thambi👍 I am waiting part 2,Hope-Speech
all taboed topics are interesting,None-of-the-above
"Hamelton Melvin  super.if you need any help to your service contact me.iif I can do it ,I will help to you.",Hope-Speech
Video on prabhakaran sir please by his birthday upcoming 26,None-of-the-above
One of the best 😍❤️,None-of-the-above
Transgender are really talented.. we should give opportunity to them.. really . gvrmnt take care pananum..,Counter-speech
Jenkins Jeru  so true thank you for your support,None-of-the-above
A perfect slap to those ppl... wonderful speech👌👌👌.....,None-of-the-above
Blue with white shirt hats of to u... bro,None-of-the-above
"Beautiful mind, heart and soul",None-of-the-above
It's against our precious culture,None-of-the-above
Salute to that sister❤️,None-of-the-above
+Rizwan Mn how..im living in msia...,None-of-the-above
no matter Ur gay love is love,Counter-speech
World new disaster,Homophobic-derogation
I was waiting for this to be released in theaters for so many years after watching this teams Interview in Behindwoods and finally I'm happy now.,None-of-the-above
"Every human being has spark in them. Educate, set a goal and try to become a entrepreneur. Just try.",None-of-the-above
I attended very first LGBT parade 20 years ago. Respect fellow human beings regardless of differences. I don’t know why India is always the last to accept and approve with people with differences. Love all. Let’s live in this world peacefully.,Counter-speech
"I WONDER.. how bold to talk in front of camera. ; TO whoever support her, can I ask you something.... if u see her in public, do u see her in the same way like u see other girls. ; I have seen ppl.. jumping away from gay. ; This is just a talk show.. not for practical  life.",None-of-the-above
Bro heart touch pannitinga bro hats off 💯,Counter-speech
weird தமிழன்  i am a doctor so I know the biological reason behind that.,None-of-the-above
U r really great ma,None-of-the-above
Same problems can happen in anyone's life... if everyone think that way...........????,None-of-the-above
Wat was tat,None-of-the-above
Brow ...! I love ur act !!!!❤️✨ Such a natural Act ❤️❤️😻🔥💯,None-of-the-above
"Shiva Ranjan Yov, do you even think before you type? ; US, Canada la deport pannuvaangala?; Adei. ; It’s not the worst thing to have mentioned the gender here. ; It will take time for you to understand.",None-of-the-above
Wow climax mother sentiment scene made me in tears😍😥😌,None-of-the-above
Super bro i like this topic,None-of-the-above
Yes we’re so gay and we’re always gay,Hope-Speech
Thanks a ton for all of your efforts dude🎉.; Keep going; We are with u; U r with us; 💙,Hope-Speech
Expecting the changes,None-of-the-above
Part 2 video brother,None-of-the-above
waiting for 2,Hope-Speech
Karthik  how are you bro,None-of-the-above
Who you are? 🤔 Very unique wanna be your friend atlast my destiny will you Malini???,None-of-the-above
Bro vera level satheyama suma sentiment tharumaru bro im waiting part 2 please come soon and all the best to all ✌️✌️✌️🔥🔥🔥🔥🔥🔥🔥,Hope-Speech
My RESPECTED sister Sennila... Please give me your contact number orelse please call to my WattsApp number +918754602766.. thankyou GOD bless you my good Sennila..,Hope-Speech
Hiiii I want true girl frd life partner if you interested,None-of-the-above
ok bro its clear what u said.ok then speak about gay.who is gay .difference between gay & thirunangai.,None-of-the-above
Great film touching script.Awesome acting.Loved this😊❤🥳👍,None-of-the-above
Madan Gowri  Oumuamua #interstellar object,None-of-the-above
"Fine if they are born such a way and not comfortable with formation of the culture out of copycat influences but acceptable if majority of society accepts the culture. I'm not against or support but accept it if the society accepts it just like how we accept many things in life including ruling government despite some voted while others not. We tolerate and live in harmony on basis of humanity. There are many do and don't according to the law of the nation and land and we follow it based on democratic concept and as a rational people shall tolerate things that even seems awkward to us. Do not discriminate the genuine victim, like they said, it's their life and they decide on what they want out of this life. Please make constructive comments and do not insult anyone. Respect is the basis of humanity.",None-of-the-above
This movie is my life,None-of-the-above
this is my life story.;  but my life negative moment ; now good friends;  i love my frind😘😢😢😢😍😍😍,Hope-Speech
K..thnks for ur comment,None-of-the-above
It's not funny to talk like this.if she is wrong that gave you rights to talk bad about her??,None-of-the-above
waiting for part 2,Hope-Speech
right click the following,None-of-the-above
good bless you sister,Hope-Speech
Make a video about laws of attraction,None-of-the-above
Supper  brother s,Counter-speech
Susithran Farrington ..yes ur right,None-of-the-above
u are really great man.......; u sacrificed ur own life for ur mom and family....,None-of-the-above
God bless you,Hope-Speech
Im crying about see this movie  😭,None-of-the-above
Good to control population.,None-of-the-above
"aneesh cool so u need change in law right. Correct. Even I told that law is favoring women and culture is favoring men. Both should be changed. U want change in law bt cant accept change in culture. Now a change came. Article 377. This change is boon for homosexual men. And how many men are supporting it? We dont need special women empowerment. Leave the nonsensical social norms, a woman will get empowered by herself.",None-of-the-above
Ak Be The Change  I don't think it's good ..it's my opinion,None-of-the-above
Unconditional love amma  😍😍😍😘😘😘 I love you amma .... .ethan sir கடவுள்,Hope-Speech
We should not make fun of them,None-of-the-above
She is a living angel..🙏,Hope-Speech
Vera 11 acting ❤,None-of-the-above
Really great acting and the real thirunangai it was amazing love showing with u bro.,Counter-speech
Vera level bro ..melting and touch my Heart bro.. Congrats and All the best bro ..,Counter-speech
Semma bro ❤️ humanity ❤️,Hope-Speech
Nice interview and it was awsm,None-of-the-above
Super anna 👍 red shirt,None-of-the-above
Really Great👍👏👏; Kanneer vanthuvittathu bro,None-of-the-above
Anupama mam vera level of acting,None-of-the-above
Everyone have heart but some people have good thing to do ♥️; Another type of persons have 🖤 ; Same heart but not same thing,Counter-speech
God bless you,Hope-Speech
It's is our choice. ......,Hope-Speech
She's  pretty....,None-of-the-above
Hats off sakothari,None-of-the-above
Govind; I agree with your views.,None-of-the-above
She is good human being,Hope-Speech
Gud prank bro...nice acting...,None-of-the-above
This is very innovative prank i ever seen 👌huge  congrats to the owl team for such good thing . 👏👏👏Your video ill reach high we always support good things  and  usefull mesaage 🙏😍😍😍😍😍😍😍😍,Hope-Speech
