text,category
அன்பு இருக்கும் இடத்தில் கடவுள் கருணை இருக்கும் வாழ்த்துக்கள் திருநங்கை உறவுகளுக்கு,None-of-the-above
உங்களில் யாராவது நன்கு சமைக்க தெரிந்ததால் சொல்லுங்கள் அவர்களுக்கு நான் வேலை கொடுக்கிறேன். குரைத்தது 3 பேருக்கு என்னால வேலை கொடுக்க முடியும். வேலை செய்ய வேண்டிய இடம் புதுச்சேரி  ( pondy ).,None-of-the-above
எல்லோரும் மனிதன்  தான்; வாழ்த்துகள் 🎊 தம்பி;  அந்த திருநங்கை வாழ்க வளமுடன்,Hope-Speech
இதெல்லாம் ஒரு பொழப்பு....ச்சை..,None-of-the-above
தமிழ் என்றொரு மொழி உண்டே யாருக்கேனும் நினைவுண்டா,None-of-the-above
இயற்கைக்கு மாறானவர்கள் அல்ல. அது ஒரு படைப்பு.அதை புரிந்து கொள்,Counter-speech
Desi Gamer  கருத்தை கண்ணியமான முறையில் பதிவு செய்யவும்,None-of-the-above
இந்த தேவிடியா தேவிடியா லுகளா எல்லாம் ஓட ஓட  வாயிலையே வெட்டனும்,Transphobic-Threatening
"மிக அருமையான , தெளிவான  மற்றும் யதார்த்தமான விளக்கம் . மனம் கலங்குகிறது .",None-of-the-above
இந்த ஓணானை அடிச்சு வெளில தூக்கி போடுங்கடா?..... 👍👍👍,Homophobic-Threatening
ஆய் தின்னும் எச்ச மீடியா..; போய் உங்க வீட்டு பொண்ணுங்கள rape பண்ற மாதிரி prank pannungada...,None-of-the-above
நான் ஒரு பெண்..... என்னை விட நீங்க அழகு,None-of-the-above
"பெண்களை மிஞ்சும் தாய்மை உள்ளம்...❤️❤️❤️❤️ Love, Care, Dare, Helping, Supporting, Empathy, Fighting ❤️❤️❤️",Hope-Speech
என்ன தாண்டா சொல்ல வாரிங்க???,None-of-the-above
உண்மையில் மனதை நெகிழ வைத்த சம்பவம்... திருநங்கைகள் தான் உயர்ந்தவர்கள்.. அவர்களிடமும் அளவற்ற மனிதாபிமானமும் நேசமும் அன்பும் பண்பும் இருக்கிறது...royal solute🙏,Hope-Speech
ஒரு அன்பின் தவிப்பு. இந்தியாவில் ஏதோ புரிந்து கொண்ட அனாதை என்ற அர்த்தமே இல்லை.,None-of-the-above
ப்ரோ.அவங்களும் திருநங்கைகள்.இவங்க.அவங்கள.வசூல்.பண்ண.விடமாட்டாங்க.அவங்கள பார்த்தா வேஷம்.போட்ட மாதிரியே.இருக்கு.சொல்லுங்க.ப்ரோ.இவங்க.கட்டப்பஞ்சாயத்து.பண்றாங்க உங்களுக்கு தெரியலையா?,None-of-the-above
உங்களில் யாராவது நன்கு சமைக்க தெரிந்ததால் சொல்லுங்கள் அவர்களுக்கு நான் வேலை கொடுக்கிறேன். குரைத்தது 3 பேருக்கு என்னால வேலை கொடுக்க முடியும். வேலை செய்ய வேண்டிய இடம் புதுச்சேரி  ( pondy ). என் phone number .இந்த என்னை தொடர்பு கொல்லுங்கள்.,None-of-the-above
அக்கா கவலை வேண்டாம் இறைவன் இருக்கிறான் ஓம் சிவ சிவ ஓம்,Hope-Speech
அத்தனை மீசைவச்ச  ஆம்பளங்க இருந்தும் எதுத்து கே.ட்காம உக்காந்து இருக்காங்க,None-of-the-above
பாவம் பெருகும் அதணால்  உலகம் அழியும்,Homophobic-derogation
"Suresh Matthew இயற்கைக்கு புறம்பானது உணர்ச்சிகள மறைக்கறது தான், இது எவனும் சொல்லி குடுத்து வரது இல்ல, இயற்கையா தானா அவங்களுக்கு வர உணர்ச்சி தான், சும்மா இயற்கைக்கு புறம்பானதுனு உளராதீங்க",Counter-speech
"கள்ளிப்பால் ஊத்தி பெண் குழந்தைய கொல்லுறவன், ; குப்ப தொட்டில குழந்தைய போட்டு போறவன்,  காது கேக்காத சின்ன குழந்தைட்ட வல்லுறவு கொள்பவன்,  குழந்தைகள, பொண்டாட்டிய வேலைக்கு அனுப்சிட்டு வீட்ல உக்காந்து மது போதை அடிக்கிறதுல பாக்காத இயற்கை சீரழிவ. முழு சம்மதத்தோட வயது வந்த இருவர் உறவு கொள்ரதுல இயற்கை அழியிதுன்னு நீ நினைச்சா தப்பு அவுங்க மேல இல்ல உன் பார்வைல தான்!!",Counter-speech
திருநங்கைகளின் முன்னேற்றம் இதில் தெரிகிறது.... முன்னேற்றம் முன்னேற்றம் என்று தூக்கி விட்டு இறுதியில் ஆண்கள் தான் பின் தங்கி இருக்கிறோம் 😭😭😭😭,Transphobic-derogation
Kanagam G  பிடிச்சிரூக்கு,None-of-the-above
🌹🌹🌹🌹🌹🌹🌹அருமை  நண்பா ♥,None-of-the-above
போக்கத்த பயலுகலா சொந்த புத்த  இல்லாத முட்டாளுங்கலா. வடக்கே காசுக்கு நடிக்கிறாங்க இங்கையுமா?,None-of-the-above
கண் கலங்க வச்சிட்டிங்க நண்பா,None-of-the-above
பிரித்திகா யாழினி போல காவல்துறையில் சேர்வதே சரியான தேர்வு. இதுபற்றி சட்ட ஆராய்ச்சியாளர் திரு. வாரண்ட் பாலா என்பவர் தன்னுடைய நீதியைத்தேடி... சாட்சியங்களை சேகரிப்பது எப்படி? என்ற நூலில் 2010 ஆம் ஆண்டே தெளிவாக ஆராய்ந்து எழுதியுள்ளார்.,None-of-the-above
சிறப்பான நடிப்பு டே தம்பி,None-of-the-above
Also andha word இனப்பெருக்கம் not இனைபெருக்கம்,None-of-the-above
இது மூலம் சமுதாயத்துக்கு என்ன சொல்ல வர்ற....சத்தியமா நல்லது இல்லைதான் ஆனால் எங்க ஆசை அப்படியாகிடுச்சின்னா....சரிதான்.ஆனால் ஒன்று உங்க படம் மூலம் சுயநலமாக ஆசையை நியாயத்தை சொல்லுகிறீர்கள்.அதாவது குண்டியில் சொறி இருந்தால் எங்கயாவது ரூமில் போய் தெரியாமல் அரித்துக்கொள் தப்பில்லை.மேடைபோட்டு அரிக்காதே.இந்த மாதிரி படம் சமுதாய சீர்கேடு.தயவுசெய்து ஒருவிஷயத்தை நினைக்கவேண்டும்.படம் எடுத்து இப்படி கொடிபிடிப்பதற்கு பதில் நல்ல விஷயங்களை மட்டும் வளர்க்கப்படவேண்டும்.,Homophobic-derogation
இது சரியானது என்று மருத்துவர்கள் கூறுகிறார்கள் அறிவியலை ஏற்ப்போம்,Counter-speech
நன்றி அம்மா 🙏🙏🙏,None-of-the-above
ஆண்டவராகிய இயேசுகிறிஸ்து உங்களை நேசிக்கிறார்❤️💛💙,Hope-Speech
இந்த மனசு தான் சார் கடவுள் 😥😥😥,None-of-the-above
nisha Das  நல்லது...,None-of-the-above
இது போன்ற செயல்கள் இது போன்ற வீடியோ பதிவுகள் எந்த ஒரு தேர்வு கிடையாது இது போன்ற சிந்தனைகள் மட்டுமே மனித குலத்தையே அழிப்பதற்கு ஒரு ஆயுதமாகவும் விளங்குகிறது ஆகையால் இதை யாரும் விமர்சிக்காதீர்கள் இதை தவிர்ப்பதற்கு என்ன வழியும் அதை நீங்கள் செய்யுங்கள் மனிதகுலமே காப்பாற்றப்படும்,Homophobic-derogation
நாசமா அழிந்து போவதற்கான உச்சக்கட்ட வழி. தேவன் அருவருக்கும் மிகப்பெரிய பாவம். இப்படி தான் சோதோம் கொமோரா ல ஓரினசேர்க்கை செய்து மிதந்து கிட்டு இருந்தாங்க தேவன் அந்த நகரத்த மண்ணோட மண்ணாக்கினார். மறுபடியும் கொரோனா மாதிரி முடிவு  வராம இருக்க அதை சட்டம் பூர்வமாக தவறு னு சொல்லனும். சோதோம் கொமோரா அழிந்ததற்க்கான ஆதாரங்கள் பூமியில் இருக்கிறது.,Homophobic-derogation
தனி ஒரு திருநங்கை தவறு செய்தால் அனைத்து திருநங்கை யையும் பொதுமைபடுத்தி பேசுவது சரியல்ல...,Counter-speech
I am John ; From perambur chennai ; உங்களை நினைக்கும் போது எனக்கு ரொம்ப பெருமையா இருக்கு நீங்க செஞ்ச உதவியில் நாங்க சந்தோஷமா இருக்கும் உங்க நல்ல மனசுக்கு நீங்க நல்லா இருக்கணும் இன்னும் நீங்க நிறைய சாதிக்கணும் கடவுள் உங்க கூட இருப்பாரு நாங்களும் இருப்போம்,Hope-Speech
உங்களின் மனவலிமைக்கு என்னுடைய மரியாதை கலந்த வணக்கங்கள்💐🙏,None-of-the-above
ரொம்ப கஷ்டம் எப்படிமா சமாளிக்கிற,None-of-the-above
எனக்கு  என்னமோ  நீயும் 9 ஆஹ் தான்  இருப்பேன்னு  தோணுது  கரெக்ட்  ஆஹ்,Transphobic-derogation
சும்மா அவுத்து விடுது ரோட்ல போற வர்ரவங்கள விசில் அடிச்சு மந்த காச பார்வை பார்த்து தேவை பட்டா முந்தானைய வெலக்கி கெட்ட வார்த்தை பேசி கூப்பிடுறது இவனுங்கதான் இது சத்தியம் மிகையான வார்த்தை இல்லை bro's மக்களின் பரிதாபத்தை அள்ள இது போன்ற உத்தம பத்தினி வேஷம் சே,Transphobic-derogation
"Selva Raj அது உண்மை , உன்மை கிடையாது",None-of-the-above
"18 வயதிற்கு மேற்பட்ட ஒருவர், தாம் விரும்பும் நபரை (ஆணோ இல்லைது பெண்ணோ) வாழ்க்கை துணைவரை தேர்ந்தெடுப்பதும், இருவரும் ஒன்றாக சேர்ந்து கண்ணியத்துடன் வாழ்வதும்  அடிப்படை உரிமை! (Right to Choose life Partner and to reside with dignity are Fundamental Rights as per Indisn Constitution Article 21)(அரசியல் அமைப்பு சட்டப்பிரிவு 21 ன் படி) என அலகாபாத் உயர்நீதிமன்றம் 23.11.2020 அன்று தீர்ப்பு வழங்கியுள்ளது. மேலும், இவ்விடயத்தில், எந்தவொரு மாநில அரசோ, குடும்ப உறவினர்களோ, தனிநபரோ தலையிட உரிமை இல்லை எனவும் ஆணை பிறப்பித்துள்ளது..!!",Counter-speech
என்ன வேணாலும் பண்ணுங்க ஆனால் யாரையும் disturb பண்ணாதீங்க,None-of-the-above
அக்க வணக்கம் உங்கல் அதவு எனக்குவேன்டும்,None-of-the-above
என் அன்பு தோழர்களே ஒரு ஆண் உடலளவில் ஆணாகவும் மனதளவில் பெண்ணாகவும் ஒரு பெண் மனதளவில் ஆணாகவும் உடலளவில் பெண்ணாகவும் இருகிருகள் என்பதை நாம் உணர வேண்டும் அறிவியல் சார்ந்து புரிந்து கொள்ள வேண்டும் அவர்கள் மனதை நாம் புரிந்து கொள்ள வேண்டும் இந்த காணொளியில் ஒரு பெண் உடல் கொண்ட ஆண் சகோதரர் ஆவார் என்பதை உணர்வீர் அவரது சிரிப்பில் இருக்கும் கோபம் உணர்வீர்,Counter-speech
திருநங்கைகலை வைத்து விலையாட வேண்டாம்,Counter-speech
வாழ்க வளமுடன்  சகோ,None-of-the-above
அப்போ போய் ஊம்பி பிழை,Homophobic-derogation
என்னடா சிம்பு மாரி பேசரா🤦‍♂🤦‍♂🤦‍♂🤦‍♂,None-of-the-above
ப்ரோ உங்க மொபைல் நம்பர் வேனும்,None-of-the-above
காஞ்சனா படமெடுத்த ராகவா லாரன்ஸுக்கு இந்த வீடியோ சமர்ப்பணம்,None-of-the-above
Saran Raj  அத நினைத்து பார்த்தாலே கண்ட்ராவியா இல்ல???,None-of-the-above
இது ரொம்ப தவறு. தேவனுக்கு அருவருப்பானது.,Homophobic-derogation
தேவைகள் அனைத்தும் சரியானவை  இல்லை .....எது சரியோ அது மட்டும் தான் சரி .............ஓரின gay lesbian சேர்க்கையை சரியானது இல்லை உங்கள் இழிவான புத்திக்கு மட்டுமே சரி .....நன்றி,Homophobic-derogation
உங்களுக்குள்ளேயே ஒற்றுமை இல்லயே சக மனிதர்களிடம் எப்படி ஒற்றுமையா இருப்பிங்க,None-of-the-above
தலைவா Ultimate🔥🔥.அழ வச்சுட்ட👏..,None-of-the-above
நல்ல கருத்து உலகத்துக்கு ஆனால் நீங்க செஞ்சது நடிப்புனு தெரிஞ்சா அந்த திருநங்கையின் மனம் எவ்ளோ காயப்படும் தெரியுமா உங்களுக்கு,None-of-the-above
"Venkatesh Rajagopalan மிருகங்களிலும் இது சாதாரணம், யோசிக்காமல் இங்கே வந்து உளர வேண்டாம் மேதாவியே!",Counter-speech
இது ஒருவரின் தனிப்பட்ட விருப்பம் நான் ஆதரவு தருகிறேன்,Counter-speech
"நீதி துறை சொன்ன தீர்ப்பு தப்பு. சரின்னு சொன்னவங்க எல்லோரும் அந்த வேலையை செய்வாங்க போல. ஒரினசேர்க்கை இயற்க்கைகக்கும், இறைவனுக்கும் எதிரானது.",Homophobic-derogation
"Lovely guys ... நீங்க பண்ணுற வீடியோ எல்லாம் எனக்கு ரொம்ப பிடிக்கும். நீங்க சொல்லுற மாதிரியே பக்கத்து V2 la ேபாய் உங்க சேனல Subscribe பண்ண சொன்னே,., best .aa பண்ணுங்க all the best .",None-of-the-above
உங்கள் வித்தியாசமான முயற்சிக்கு என் மனமார்ந்த பாராட்டுக்கள். திருநங்கை  கடவுளின் அவதாரங்கள் என்பதற்கு அந்த சகோதரி மிகச்சிறந்த உதாரணம்.,Hope-Speech
Priyadharshni K  போடி வெண்ண சரி போய் உன் அம்மாவோடு ஓரின சேர்க்கை பண்ணு நீதியே சாஞ்சு போச்சு,Homophobic-derogation
அனைத்தும் சரியாகும். நீங்க நலமாக வாழ்வீங்க குடும்பத்துடன்,Hope-Speech
இத ஆதரித்து பேசுரவங்க எல்லாம் ஒரிணசேர்க்கையாளர்கள் தான்..,Homophobic-derogation
🌹🌹🌹🌹🌹🌹🌹சூப்பர் நண்பா ♥,None-of-the-above
ஊருக்கொரு வானம் இல்லையே இறைவா உன் படைப்பில்....,Hope-Speech
100% உண்மை மனித ஓரினசேர்க்கை  அரகர்களுக்கு சரியான செருப்படி கொடுத்தீர்கள்.இவர்கள் வாழ தகுதியற்றவர்கள்.இந்த மானகெட்ட பொழப்புக்கு தூக்கு போட்டு தொங்க வேண்டும்.,Homophobic-Threatening
இப்டி அராஜகம் பன்னும்போது வேடிக்கை பாக்காம். அவன்க வாயில. அப்புனா அடுத்து யாரிடமும் இப்டி பேசக்கூடாது,None-of-the-above
இந்த திருநங்கை சந்தோஷம் படுத்த சாலை குட பாக்காம  நடனம் ஆடுணாக  பாருங்க. இவங்க மனசு யாருக்கும் வராது.,None-of-the-above
"well bro இந்த தலைப்புடன் சாதி பற்றிய உங்கள் கருத்து Really super, நான் எதிர்பார்த்த உங்கள் video இவ்வாறானதே. 👏👏👌👌",None-of-the-above
இந்த மனம் தான் சார் இறைவன்😍,None-of-the-above
எவ்ளோ நாள் இந்த movie க்காக wait பண்ணேன் thank you so much,None-of-the-above
அது தவறு இல்லை உடலால் இயற்கையில் மாற்றம் நடந்தால்...ஆனால் இதையே அனைவரும் பின்பற்றினால் அது முடிவு,Homophobic-derogation
அற்புதமான ஆணுக்கு ஆணுக்கு அனுபவம் (ஓரின gay lesbian சேர்க்கை மசாஜ்கள்) உங்கள் சந்திப்புகளை www.maleholistic.com இல்லைது whatsup  இல் சரிசெய்யவும்; INSTAGRAM: MALE_HOLISTIC,None-of-the-above
ஆணிற்கு விதைப்பையும் ; பெண்ணிற்கு கருப்பையும் இருக்க காரணம் என்ன ? தோழி... அனைவரும் ஓர் பால் புணர்ச்சியில் ஈடுபட்டால் முடிவில் என்ன நிகழும் ? தோழி,Homophobic-derogation
கண்ணுல கண்ணிர் வருது,None-of-the-above
எது இயற்கை ? எது இயற்கைக்கு மாறானது என்பதை இந்திய நாட்டு உச்சநீதிமன்றம் முடிவெடுக்கும் ... You pls shut your mouth சரி.,None-of-the-above
இந்த மனசு தான் sir கடவுள்....; இவர்களைப்  பழிக்காமல் இருந்தால் மட்டும் போதும் நண்பர்களே...... 😉,None-of-the-above
"💢💢ஆணுன்னு பொண்ணுன்னு ஏன் படைச்சான் ஆளுக்கோர் ஆசையை ஏன் படைச்சான்,  இல்லைனா உலகமே இல்லை புள்ள இது கூட தெரியல என்ன புள்ள...!;     இதுதான் படைப்பின் ரகாசியம். ஓரினச்சேர்க்கை பாவகரமானது💢💢💢",Homophobic-derogation
ரொம்ப அட்ற பேக்கூதி,Homophobic-Threatening
Sarathஅம்மா தாயே அங்காளி Guru g  helo,None-of-the-above
நீ ஒரு திருநங்கை. ; அதனால்தான் இப்படி எல்லாம் பேசறே,Transphobic-derogation
இயற்கையின் ஒட்டு மொத்த குத்தகைதாரரா நீங்கள் அரை வேக்காடு பசங்களா,None-of-the-above
நீ அரிசி தான் சாப்பிட வேன்டும் உனக்கு அரிசி சாப்பிட பிடிக்களைன்னா பட்டினி கிடந்து தான் சாக வேன்டும் என்பது என்னடா நியாயம் நான்கு வயது குழந்தையை அவர்கள் கற்பழித்து கொல்ல வில்லை இரண்டு ஆண்கள்  இல்லைது இரண்டு பெண்கள் ஒருவரை ஒருவர் விரும்பிக்கொன்டு தங்களுக்குள் இனைவதால் உங்களுக்கு என்டா எறியுது தேவடியா பயலுகளா.,None-of-the-above
இறைவனின் மறுபிறவி மனித மிருகங்களால் எந்த தொல்லை வந்தாலும் அதை தாங்கிக்கொண்டு வாழ்கை நடத்தும் திருநங்கை எல்லாம் இறைவனின் திருவிளையாடல்.,None-of-the-above
வாழ்த்துகள் அன்புகளா  account ful,None-of-the-above
ஆதரித்த சகோதர சகோதரியே மிருகம் கூட அப்படி இருப்பதில்லை நாயை வி கேவலமா போய்ட்டியே,Homophobic-derogation
ஆதரித்த சகோதர சகோதரியே மிருகம் கூட அப்படி இருப்பதில்லை நாயை வி கேவலமா போய்ட்டியே,Homophobic-derogation
அல்பேட் ஐன்ஸ்டீன்  Quantum theory அவர் மட்டும் இந்த கோட்பாட்டில் வெற்றி அடைந்திருந்தால் இந்த உலகமே தலைகீழாக மாறியிருக்கும்....... சீக்கிரம் வீடியோ பன்னுங்க மதன்...,None-of-the-above
ஒவ்வொரு commanta படித்து கொண்டு வந்தபோது.; உன் commant டை பார்த்தவுடன் குபீர் சிரிப்பு வந்தது.; ; எதற்காக என்றால் ஆட்சிக்கு வந்தவுடன்.,None-of-the-above
தனிமனித விருப்பமே அரசின் முடிவுன்னா.....; கஞ்சாவை என்ன மயிறுக்குடா தடை பன்றீங்க....; வீட்டிலேயே சாராயம் எரிச்சு குடிக்க அனுமதி குடுங்க...; ஹெல்மெட் போடாததும் போடறதும் தனிமனித உரிமை .பாதிப்பு தனிமனிதனுக்கு தானே...; என்ன மயிறுக்கு சொல்றீங்க...; போலீஸ்காரன் சம்பாதிக்கவா.......; இன்ஸூரன்ஸ் கம்பெனியை காப்பாத்தவாடா பே பயலுங்களா....; ஆணும் பெண்ணும் கல்யானம் பன்றதிலேயே ; அண்ணண் தங்கை முறை வராமல் பாத்து பன்ற நாட்டில போடுற சட்டமாடா இது.....; ஓட்டுக்காக இந்நாட்டை இவ்வளவு கேவலபடுத்து; ; வீங்களா...; அப்போ பாரத தாய் . கூட ஆதரிக்கிறாளா...,Homophobic-derogation
அர்த்னாரிஸ்வரர் சிவன்பாதி சக்திபாதி.,Hope-Speech
அந்த ஈ ய தொரத்துங்க சகோ...,None-of-the-above
நான் வர வா?,None-of-the-above
"Shylendhirakumar M  டேய் பகுத்தறிவு இல்லாதவனே, இறைவன் மனுஷன படைத்த போது ஆண், பெண் இந்த இரண்டு பாலினத்தை தான் படைத்தார்.ஆணுக்கு பெண்  என்று தான் படைத்தார்,",Homophobic-derogation
J. devi jahir J. devi jahir  எல்லா ஆண்களும் கொலை செய்வதில்லை. எல்லா ஆண்களும் கற்பழிக்கவில்லை. ஆனால் உங்களில் 80%சதவீதம் பெரும்பான்மை அப்படி உள்ளனர்..  இருக்குற சுதந்திரத்தை யாருக்கும் இடையூறு இல்லாமல் பயன்படுத்துங்கள்.  தனி மனித ஒழுக்கம் என்று ஒன்று இருக்கிறது,Transphobic-derogation
ஏன்னா தமிழ்மறை படித்தவர்களுக்கு ஓரினச்சேர்க்கையாளர்கள் பத்தி தெறில போல.,None-of-the-above
எங்க போச்சி உங்க சுன்னி கலாச்சாரம் இந்திய கலாச்சாரம் அவுட்டு.,None-of-the-above
"ஓரினச்சேர்க்கை இயற்கை க்கு விரோதமானது, அருவருப்பானது.; 🌟 Yes னு சொல்ற ஆள் LIKE ஐ அழுத்துங்க பார்ப்போம்.",Homophobic-derogation
Chen Nila  ; நான் உங்களை போற்றுபவன்.; உங்களை  இரும்பு ரோஜாக்கள்  என்ற தலைப்பு கொடுத்து; பதிவிட்டதை என் மனம் ஏற்க; மறுத்த காரணத்தினால் ஒரு; பதிவு போட்டேன். நீங்களும்; என்னை புறிந்து கொள்ள; வில்லை!,None-of-the-above
"எல்லாமே அவரவர் விருப்பம் என்றால், சந்தர்ப்பத்தால் கொலை செய்ய கற்றுக் கொண்ட ஒருத்தன் தொடர்ந்து கொலை செய்து கொண்டே போனால், அது அவனது விருப்பம் என்று ஏற்றுக் கொள்ள முடியுமா????;     சந்தர்ப்பத்தால் கஞ்சா, மது, போன்ற போதைக்கு அடிமையான ஒருத்தன் நான் செய்வது என் தனிப்பட்ட சுதந்திரம் என்று சொல்லி ஊரையே போதைக்கு அடிமையாக்கினால் இதையும் நியாயப்படுத்தி போதை நல்லதே என்று ஏற்றுக் கொள்ள முடியுமா?????; ;    இதை எல்லாம் மேள தாளத்தோடு வரவேற்று ஏற்றுக் கொண்டால், இந்த ஓரினச் சேர்க்கை என்ற உடலியல் போதையையும் ஏற்றுக் கொள்ளுங்கள், இந்த உலகம் குடும்ப உறவை சிதைத்து நரகலை தின்று மகிழ்வதற்கே........",Homophobic-derogation
மதி கெட்ட மாந்தர்களுக்கு இந்த தீர்ப்பின் அவசியம் புரியாது,None-of-the-above
அருமை பதிவு நண்பா இந்த பதிவு பார்க்கும் போது எனக்கு ரொம்ப வேதனையாக இருந்தது நண்பா,None-of-the-above
தப்பா இருந்தா காலில் விழுந்து மன்னிப்பு கேப்போம் ; தப்பு இல்லைனா தோலில் ஏறி மிதிப்போம் திருநங்கைகள்,None-of-the-above
இவா ஆம்பளயா?பொம்பளயா? மொ..யையே காணோம்?,Transphobic-derogation
திருநங்கைகள் விட நல்லவங்க யாரும் இல்லை,Counter-speech
"யாரோ ஒருவர் செய்யும் செயல் நமக்கு புரியவில்லை என்றாலோ அல்லது நம் கற்பனைக்கு அப்பாற்பட்டது என்றாலோ உடனே  அவர்கள் செய்வது தவறு என்றோ அவர்கள் குற்றவாளிகள் என்றோ கூறிவிட முடியாது. அப்படி கூறினால் நாமும் இந்த சமூகத்தில் நிறைய நபர்களுக்கு குற்றவாளியாகவே தெரிவோம்.;     ஒவ்வொர்வருக்கும் பிறவி குணம் என்று ஒன்று உள்ளது. இந்த சமூகம் எத்தனை புதிய வரைமுறைகளை ஒரு மனிதனுக்குள் திணித்தாலும் அவன் பிறவி குணத்தை அசைத்து கூட பார்க்க முடியாது என்பதே நிதர்சன உண்மை. யார் ஏற்றுக்கொண்டாலும், ஏற்றுக்கொள்ளாவிட்டாலும்...  😏",None-of-the-above
நீங்க இந்த உணர்வை வெளிக்கொண்டுவந்த விதம் ❤️❤️❤️; உண்மையாலுமே இது உடம்பு மட்டும் சார்ந்து வருகிற காதல் இல்லை .; என்னோட நினைவுகள் எல்லாம் திரும்பி வருகிறது . நான் இதோட எவ்வளவு முறை பார்த்திட்டேன்‌. பார்க்கும் போதெல்லாம் அழுகை தான் வருகிறது. எனக்காக இந்த உலகம் மாறாதா னு ஏங்கிட்டு இருக்கேன். மாறிடும்னு நம்பிக்கையில தான் இந்த உயிரும் உடலை தூக்கிட்டு சுத்திட்டு இருக்கு❤️❤️❤️.; இதே மாறி நான் காதலிக்கிறவருக்கும் கல்யாணம் நடக்க போகுது. நான் இன்னும் என்னுடைய காதல் கூட சொல்லலை. இனியும் சொல்லபோறது இல்லை 😒.,Hope-Speech
Nishanthini Krishnamoorthy  நீ  எந்த இனம்  என்றே  தெரியவில்லையே  அதுக்கு  என்ன பண்ணலாம்  🤣🤣🤣🤣🤣😅😅😅😅,None-of-the-above
திருநங்கை அன்பு மிகவும் புனிதமானது 🙏🙏🙏🙏🙏❤❤❤❤❤,None-of-the-above
அசிங்கம்  அசிங்கம்,Homophobic-derogation
ஒருத்தனாவது எதிா்த்து கேள்வி.கேக்குறானா பாத்தீங்களா?,None-of-the-above
"lesbian காரணங்கள், ; அவர்கள் அழகை விரும்புறவங்களாக இருக்கலாம். ; ஆண்களை விட பெண்கள்தான் அழகானவர்கள் அதிக எண்ணிக்கையில்.; உண்மையான அன்பும், தியாகமும் உள்ள ஆண்களால் அழகை maintain பன்ன முடிவதில்லை.",Homophobic-derogation
சூப்பர் வீடியோ அண்ணா பாட்டு எப்ப அண்ணா,None-of-the-above
நல்லா மனசு அன்பும் உள்ளவர்கள்,None-of-the-above
Siva Siva  உங்கள் நம்பர் ?,None-of-the-above
ஆண் ஆண்மேல பெண் பெண்மேல ஈர்ப்பு இது இயற்க்கை ஹார்மோன் மாறுது நாங்க என்ன பன்ன முடியும் எங்களுக்கு உரிமை வேனும் கேக்குற நாய்களே...எனக்கு ஒரு கேள்வி வாழ வழி இல்லாம சாப்பாடு இல்லாம கல்வி இல்லாம அன்றாட பிழைக்க கஷ்டபடுபவன் யாராது எனக்கு இப்படி ஆயிடுச்சு நான் இப்படி ஓரின gay lesbian சேர்க்கை வாழ ஆசை படுறன்னு சொல்லி பாத்துருக்கிங்களா.....மூனு வேளை சாப்பாடு நல்ல உடை கல்வி தரமான வாழ்க்கை வாழரவன் தான் இப்படி போறான் அதுக்கு ஏன்டா பழிய இயற்க்கை மேல போடுரிங்க. அது எங்க வயிறு ரொம்பன அப்பரம் வயித்துக்கு கீழ ரொம்பர குண்டி கொழுப்பு சொல்லுங்க......இயற்க்கை ஹார்மோன் மாற்றம் உனக்கு வருது ஏன் அந்த ஏழ்மை க்கு வரல.ஒரு வேளை இயற்க்கையும் பாகுபாடு பாக்குதோ....இந்த குண்டி கொழுப்பு கருமத்துக்கு போராட்டம் சட்டம் வேற.,Homophobic-derogation
Raj Kutty அப்படிய,None-of-the-above
கொப்பனும்..ஆத்தாலும் சேராம போனா நீயும்தான் போறக்க முடியுமா...இல்ல இப்டி வந்து நக்கீரன்ல பேட்டிதான் கொடுக்க முடியுமா.,Homophobic-derogation
Nishanthini Krishnamoorthy  அட டேய் சாபம்  விடுறீங்களோ  🤣🤣🤣🤣🤣 ஏன்  டா இப்படி  பிறந்தநாள் பிச்ச எடுக்குறீங்கன்னு  கேட்டது  ஒரு  குற்றமா,None-of-the-above
மண்ட புண்ட சுன்னி மாதிரி இருக்கு...,None-of-the-above
அந்த திரு நங்கை அன்பு கண் கலங்க வைத்த பதிவு நன்றி,None-of-the-above
ராம் ராம் D நீயா,None-of-the-above
ஒரினசேர்க்கை குற்றம் தான்.விபசாரம் குற்றமா இல்லையா? யாராவது வக்கீல் இந்த கேள்வியை நீதிமன்றத்தில் பொதுநல வழக்காக பதிந்தால் நலம்!,Homophobic-derogation
நான் யூடியூப் ல பார்த்த வீடியோ உள்ளே உங்க வீடியோ மட்டும் தான் ரொம்ப பிடிக்கிறது மனசுக்கு நிம்மதியா இருக்கு,None-of-the-above
